StudyHours,Attendance,Discussions,Motivation,AssignmentCompletion,ExamScore,FinalGrade
27,91,0,0,63,62,2
27,91,0,0,98,97,0
22,80,0,0,100,92,0
22,80,1,0,86,74,1
22,80,0,1,100,92,0
22,80,1,1,86,74,1
22,80,0,2,100,92,0
22,80,1,2,86,74,1
15,68,1,0,69,66,2
15,68,0,0,72,84,1
15,68,1,0,97,89,0
15,68,1,0,98,92,0
15,68,1,0,71,89,0
15,68,1,1,69,66,2
15,68,0,1,72,84,1
15,68,1,1,97,89,0
15,68,1,1,98,92,0
15,68,1,1,71,89,0
15,68,1,2,69,66,2
15,68,0,2,72,84,1
15,68,1,2,97,89,0
15,68,1,2,98,92,0
15,68,1,2,71,89,0
33,89,1,1,65,57,2
20,88,1,0,98,65,2
20,88,1,0,97,78,1
20,88,1,0,73,62,2
20,88,1,1,98,65,2
20,88,1,1,97,78,1
20,88,1,1,73,62,2
19,98,1,1,86,100,0
19,98,1,1,89,49,3
19,98,0,1,61,50,3
19,98,1,1,74,65,2
19,98,1,2,86,100,0
19,98,1,2,89,49,3
19,98,0,2,61,50,3
19,98,1,2,74,65,2
33,68,1,1,59,61,2
33,68,1,1,79,41,3
33,68,0,1,51,76,1
33,68,1,1,94,62,2
12,63,0,0,54,68,2
12,63,1,0,75,71,1
19,76,1,1,63,80,1
19,76,1,1,51,61,2
19,76,1,0,63,80,1
19,76,1,0,51,61,2
35,90,1,0,55,93,0
35,90,1,0,89,92,0
35,90,1,0,78,72,1
15,75,0,2,87,48,3
15,75,1,2,85,77,1
15,75,0,2,91,41,3
15,75,0,1,87,48,3
15,75,1,1,85,77,1
15,75,0,1,91,41,3
30,73,0,1,65,87,0
30,84,0,0,84,61,2
30,84,1,0,55,60,2
30,84,1,0,98,87,0
30,84,1,0,65,84,1
30,84,0,0,82,87,0
30,84,0,0,88,90,0
30,84,0,1,84,61,2
30,84,1,1,55,60,2
30,84,1,1,98,87,0
30,84,1,1,65,84,1
30,84,0,1,82,87,0
30,84,0,1,88,90,0
17,95,1,1,66,94,0
17,95,0,1,74,81,1
17,95,0,1,71,88,0
17,95,1,0,66,94,0
17,95,0,0,74,81,1
17,95,0,0,71,88,0
23,62,0,1,58,98,0
23,62,1,1,93,91,0
23,62,0,0,58,98,0
23,62,1,0,93,91,0
23,62,0,2,58,98,0
23,62,1,2,93,91,0
18,66,1,1,58,83,1
18,66,0,1,83,42,3
18,66,0,1,66,49,3
18,66,0,1,82,83,1
17,64,1,1,66,86,0
17,64,1,1,84,54,3
17,64,1,0,66,86,0
17,64,1,0,84,54,3
15,61,0,1,100,85,0
15,61,0,2,100,85,0
22,79,0,0,67,99,0
22,79,1,0,73,47,3
22,79,1,0,86,47,3
22,79,0,0,94,78,1
22,79,1,0,62,73,1
22,79,0,0,99,72,1
22,79,1,0,52,80,1
22,79,1,0,88,94,0
22,79,1,0,65,81,1
22,79,0,1,67,99,0
22,79,1,1,73,47,3
22,79,1,1,86,47,3
22,79,0,1,94,78,1
22,79,1,1,62,73,1
22,79,0,1,99,72,1
22,79,1,1,52,80,1
22,79,1,1,88,94,0
22,79,1,1,65,81,1
8,73,1,2,75,93,0
8,73,1,1,75,93,0
8,73,1,0,75,93,0
27,75,0,2,88,84,1
27,75,0,1,88,84,1
13,87,1,0,83,85,0
13,87,1,0,80,65,2
30,91,1,2,83,43,3
20,68,1,2,61,42,3
20,68,1,2,88,79,1
20,68,0,2,67,95,0
20,68,0,2,93,44,3
20,68,1,2,84,97,0
20,68,1,0,61,42,3
20,68,1,0,88,79,1
20,68,0,0,67,95,0
20,68,0,0,93,44,3
20,68,1,0,84,97,0
20,68,1,1,61,42,3
20,68,1,1,88,79,1
20,68,0,1,67,95,0
20,68,0,1,93,44,3
20,68,1,1,84,97,0
21,81,1,1,68,70,1
21,81,1,2,68,70,1
12,83,0,1,71,58,2
12,83,0,0,71,58,2
15,68,1,2,73,46,3
15,68,1,1,73,46,3
16,86,1,1,60,89,0
16,86,0,1,89,41,3
16,86,1,1,54,84,1
16,86,1,0,60,89,0
16,86,0,0,89,41,3
16,86,1,0,54,84,1
24,70,0,1,73,79,1
24,70,0,2,73,79,1
24,70,0,0,73,79,1
18,62,1,2,67,70,1
18,62,0,2,88,50,3
18,62,1,1,67,70,1
18,62,0,1,88,50,3
18,62,1,0,67,70,1
18,62,0,0,88,50,3
27,72,0,1,71,89,0
27,72,1,1,78,54,3
34,62,1,0,81,88,0
22,69,0,1,76,85,0
22,69,1,1,93,98,0
22,69,1,1,65,56,2
22,69,0,0,76,85,0
22,69,1,0,93,98,0
22,69,1,0,65,56,2
22,69,0,2,76,85,0
22,69,1,2,93,98,0
22,69,1,2,65,56,2
26,66,1,1,90,63,2
26,66,0,1,97,84,1
9,98,1,1,89,55,2
9,98,1,1,68,65,2
9,98,0,1,67,65,2
9,98,1,0,89,55,2
9,98,1,0,68,65,2
9,98,0,0,67,65,2
13,80,0,2,82,75,1
13,80,0,2,67,62,2
13,80,1,2,56,52,3
13,80,1,2,84,46,3
13,80,0,2,82,44,3
13,80,1,2,98,79,1
13,80,0,1,82,75,1
13,80,0,1,67,62,2
13,80,1,1,56,52,3
13,80,1,1,84,46,3
13,80,0,1,82,44,3
13,80,1,1,98,79,1
7,73,0,1,69,68,2
7,73,1,1,92,40,3
7,73,1,1,88,99,0
7,73,1,1,65,58,2
7,73,1,1,60,76,1
35,61,1,0,80,47,3
35,61,0,0,61,56,2
25,93,1,0,50,82,1
25,93,0,0,72,71,1
25,93,1,2,50,82,1
25,93,0,2,72,71,1
25,93,1,1,50,82,1
25,93,0,1,72,71,1
26,71,1,1,62,64,2
26,71,0,1,55,71,1
26,71,1,1,61,89,0
26,71,1,1,50,72,1
26,71,0,1,97,47,3
26,71,1,1,60,90,0
26,71,0,1,57,100,0
26,71,1,0,62,64,2
26,71,0,0,55,71,1
26,71,1,0,61,89,0
26,71,1,0,50,72,1
26,71,0,0,97,47,3
26,71,1,0,60,90,0
26,71,0,0,57,100,0
22,93,1,0,92,43,3
22,93,1,2,92,43,3
22,93,1,1,92,43,3
16,99,1,0,55,57,2
16,99,1,2,55,57,2
16,99,1,1,55,57,2
15,82,1,1,97,55,2
15,82,1,1,80,51,3
15,82,1,1,67,90,0
15,82,0,1,75,90,0
15,82,1,1,81,49,3
15,82,1,2,97,55,2
15,82,1,2,80,51,3
15,82,1,2,67,90,0
15,82,0,2,75,90,0
15,82,1,2,81,49,3
23,92,1,2,80,55,2
23,92,1,0,80,55,2
23,92,1,1,80,55,2
20,91,1,1,59,84,1
20,91,1,0,59,84,1
20,91,1,2,59,84,1
16,74,0,0,61,66,2
16,74,1,0,82,68,2
16,74,0,1,61,66,2
16,74,1,1,82,68,2
19,82,1,1,64,59,2
19,82,1,1,86,76,1
19,82,0,1,99,62,2
19,82,1,1,68,90,0
19,82,1,0,64,59,2
19,82,1,0,86,76,1
19,82,0,0,99,62,2
19,82,1,0,68,90,0
23,69,0,2,67,53,3
23,69,0,2,86,40,3
8,80,1,2,67,43,3
19,71,0,2,67,66,2
19,71,1,2,68,57,2
19,71,1,2,73,77,1
19,71,0,1,67,66,2
19,71,1,1,68,57,2
19,71,1,1,73,77,1
19,71,0,0,67,66,2
19,71,1,0,68,57,2
19,71,1,0,73,77,1
13,67,0,2,78,62,2
13,67,1,2,77,52,3
13,67,0,2,50,54,3
13,67,0,1,78,62,2
13,67,1,1,77,52,3
13,67,0,1,50,54,3
16,93,1,1,84,46,3
16,93,1,0,84,46,3
18,68,1,2,80,80,1
18,68,0,2,55,79,1
18,68,1,1,80,80,1
18,68,0,1,55,79,1
18,67,1,1,57,79,1
18,67,1,1,62,85,0
18,67,1,1,61,76,1
18,67,1,0,57,79,1
18,67,1,0,62,85,0
18,67,1,0,61,76,1
21,66,0,0,68,72,1
21,66,0,1,68,72,1
26,90,1,0,62,81,1
26,90,0,0,63,97,0
26,90,0,0,67,55,2
26,90,1,0,88,94,0
26,90,1,0,80,62,2
26,90,1,1,62,81,1
26,90,0,1,63,97,0
26,90,0,1,67,55,2
26,90,1,1,88,94,0
26,90,1,1,80,62,2
26,90,1,2,62,81,1
26,90,0,2,63,97,0
26,90,0,2,67,55,2
26,90,1,2,88,94,0
26,90,1,2,80,62,2
11,84,1,2,75,43,3
11,84,1,0,75,43,3
5,87,1,1,77,59,2
19,86,1,0,56,70,1
19,86,1,2,56,70,1
19,86,1,1,56,70,1
13,60,0,1,71,92,0
13,60,0,0,71,92,0
13,60,0,2,71,92,0
9,61,0,0,70,83,1
9,61,0,1,70,83,1
17,71,0,0,55,46,3
17,71,0,0,72,44,3
17,71,1,0,58,69,2
17,71,0,1,55,46,3
17,71,0,1,72,44,3
17,71,1,1,58,69,2
11,61,1,2,80,55,2
11,61,1,2,53,46,3
11,61,0,2,72,84,1
20,74,1,0,59,53,3
20,74,1,0,96,88,0
20,74,1,2,59,53,3
20,74,1,2,96,88,0
20,74,1,1,59,53,3
20,74,1,1,96,88,0
23,64,0,1,86,95,0
23,64,0,1,64,75,1
23,64,0,2,86,95,0
23,64,0,2,64,75,1
23,64,0,0,86,95,0
23,64,0,0,64,75,1
21,80,1,1,50,75,1
21,80,1,1,96,87,0
21,80,1,1,64,88,0
21,80,1,0,50,75,1
21,80,1,0,96,87,0
21,80,1,0,64,88,0
14,91,0,1,86,79,1
27,69,0,1,77,87,0
27,69,0,0,77,87,0
14,100,1,0,79,56,2
14,100,1,0,73,72,1
30,66,1,0,55,63,2
26,90,1,0,73,47,3
26,90,1,1,73,47,3
16,77,1,0,95,51,3
16,77,1,1,95,51,3
24,92,1,2,82,87,0
24,92,0,2,70,96,0
24,92,1,1,82,87,0
24,92,0,1,70,96,0
24,92,1,0,82,87,0
24,92,0,0,70,96,0
28,82,1,1,80,67,2
28,82,1,1,93,82,1
28,82,1,1,51,99,0
28,82,1,0,80,67,2
28,82,1,0,93,82,1
28,82,1,0,51,99,0
29,100,0,1,87,56,2
29,100,1,1,90,69,2
15,85,1,2,76,67,2
15,85,1,2,60,46,3
15,85,0,2,54,82,1
15,85,1,1,76,67,2
15,85,1,1,60,46,3
15,85,0,1,54,82,1
32,88,1,0,70,63,2
32,88,1,0,88,45,3
27,80,0,2,84,52,3
27,80,0,1,84,52,3
27,80,0,0,84,52,3
14,70,1,0,97,76,1
14,70,0,0,67,66,2
14,70,1,0,81,93,0
14,70,1,0,73,97,0
14,70,1,2,97,76,1
14,70,0,2,67,66,2
14,70,1,2,81,93,0
14,70,1,2,73,97,0
27,61,1,1,100,86,0
26,81,0,0,56,58,2
26,81,1,0,77,50,3
26,81,0,0,50,86,0
26,81,1,0,100,72,1
26,81,0,1,56,58,2
26,81,1,1,77,50,3
26,81,0,1,50,86,0
26,81,1,1,100,72,1
26,81,0,2,56,58,2
26,81,1,2,77,50,3
26,81,0,2,50,86,0
26,81,1,2,100,72,1
11,97,0,0,51,46,3
11,97,0,1,51,46,3
18,77,0,1,80,56,2
18,77,0,1,73,41,3
18,77,0,1,70,95,0
18,77,0,2,80,56,2
18,77,0,2,73,41,3
18,77,0,2,70,95,0
18,77,0,0,80,56,2
18,77,0,0,73,41,3
18,77,0,0,70,95,0
28,91,0,0,61,71,1
28,91,1,0,86,55,2
28,91,0,2,61,71,1
28,91,1,2,86,55,2
28,91,0,1,61,71,1
28,91,1,1,86,55,2
23,65,0,0,94,42,3
23,65,1,0,90,82,1
23,65,0,1,94,42,3
23,65,1,1,90,82,1
33,87,1,0,81,64,2
33,87,1,0,52,76,1
33,87,0,0,74,82,1
33,87,0,0,82,100,0
26,92,0,1,56,62,2
26,92,0,1,60,90,0
26,92,0,1,58,76,1
26,92,0,1,76,41,3
29,99,0,2,90,78,1
29,99,1,2,96,85,0
29,99,0,0,90,78,1
29,99,1,0,96,85,0
26,93,1,0,76,90,0
26,93,1,0,97,89,0
26,93,0,0,78,78,1
26,93,1,1,76,90,0
26,93,1,1,97,89,0
26,93,0,1,78,78,1
18,70,1,1,96,40,3
18,70,1,1,90,69,2
18,70,0,1,63,50,3
15,91,1,0,90,81,1
15,91,0,0,91,88,0
15,91,1,1,90,81,1
15,91,0,1,91,88,0
15,91,1,2,90,81,1
15,91,0,2,91,88,0
8,88,1,2,64,64,2
32,84,0,1,88,59,2
19,75,0,0,54,60,2
19,75,0,0,87,51,3
19,75,1,0,86,90,0
19,75,0,2,54,60,2
19,75,0,2,87,51,3
19,75,1,2,86,90,0
19,75,0,1,54,60,2
19,75,0,1,87,51,3
19,75,1,1,86,90,0
22,85,1,2,63,86,0
22,85,0,2,52,69,2
22,85,1,0,63,86,0
22,85,0,0,52,69,2
22,85,1,1,63,86,0
22,85,0,1,52,69,2
25,87,1,0,97,94,0
25,87,1,0,51,74,1
25,87,1,1,97,94,0
25,87,1,1,51,74,1
22,92,0,0,91,71,1
27,96,1,0,56,55,2
27,96,1,0,53,88,0
27,96,1,0,84,86,0
27,96,1,1,56,55,2
27,96,1,1,53,88,0
27,96,1,1,84,86,0
21,67,0,2,100,47,3
21,67,0,2,67,50,3
21,67,0,1,100,47,3
21,67,0,1,67,50,3
30,100,1,0,99,82,1
30,100,1,0,72,61,2
30,100,1,0,91,68,2
30,100,1,1,99,82,1
30,100,1,1,72,61,2
30,100,1,1,91,68,2
36,88,0,2,85,83,1
36,88,0,2,73,88,0
36,88,0,2,72,45,3
36,88,0,2,77,57,2
36,88,0,2,71,69,2
23,65,1,1,75,96,0
23,65,1,1,95,73,1
23,65,1,1,77,42,3
23,65,1,0,75,96,0
23,65,1,0,95,73,1
23,65,1,0,77,42,3
23,65,1,2,75,96,0
23,65,1,2,95,73,1
23,65,1,2,77,42,3
9,76,0,1,86,97,0
9,76,1,1,95,61,2
9,76,0,0,86,97,0
9,76,1,0,95,61,2
25,94,0,0,51,50,3
25,94,0,2,51,50,3
25,94,0,1,51,50,3
28,84,1,1,90,62,2
19,86,1,1,96,58,2
19,86,1,1,51,76,1
19,86,1,1,76,61,2
19,62,0,0,89,63,2
19,62,0,0,90,89,0
19,62,0,1,89,63,2
19,62,0,1,90,89,0
24,79,1,2,85,85,0
30,63,0,1,67,47,3
30,63,1,1,66,99,0
30,63,0,2,67,47,3
30,63,1,2,66,99,0
13,73,1,1,99,94,0
13,73,1,1,52,64,2
23,66,1,0,92,41,3
23,66,1,1,92,41,3
23,66,1,2,92,41,3
27,94,1,1,84,77,1
18,81,1,0,87,69,2
18,81,1,1,87,69,2
18,81,1,2,87,69,2
30,71,0,2,81,93,0
30,71,0,2,53,51,3
9,75,1,2,88,48,3
11,89,0,1,56,50,3
11,89,1,1,51,91,0
28,82,0,1,67,90,0
28,82,1,1,56,93,0
29,62,1,1,79,68,2
32,87,1,1,86,47,3
32,96,0,0,62,59,2
27,92,1,2,100,61,2
27,92,1,2,75,85,0
27,92,1,2,97,89,0
27,92,1,0,100,61,2
27,92,1,0,75,85,0
27,92,1,0,97,89,0
27,92,1,1,100,61,2
27,92,1,1,75,85,0
27,92,1,1,97,89,0
26,67,0,2,51,65,2
26,67,1,2,75,52,3
26,67,0,2,94,99,0
26,67,1,2,66,56,2
26,67,0,1,51,65,2
26,67,1,1,75,52,3
26,67,0,1,94,99,0
26,67,1,1,66,56,2
26,67,0,0,51,65,2
26,67,1,0,75,52,3
26,67,0,0,94,99,0
26,67,1,0,66,56,2
17,63,0,2,83,67,2
17,63,0,2,81,50,3
17,63,1,2,83,89,0
17,63,1,2,57,99,0
17,63,0,0,83,67,2
17,63,0,0,81,50,3
17,63,1,0,83,89,0
17,63,1,0,57,99,0
17,63,0,1,83,67,2
17,63,0,1,81,50,3
17,63,1,1,83,89,0
17,63,1,1,57,99,0
26,87,1,2,81,99,0
26,87,1,2,56,78,1
26,87,0,2,98,68,2
26,87,1,2,50,42,3
26,87,1,2,55,46,3
26,87,1,0,81,99,0
26,87,1,0,56,78,1
26,87,0,0,98,68,2
26,87,1,0,50,42,3
26,87,1,0,55,46,3
26,87,1,1,81,99,0
26,87,1,1,56,78,1
26,87,0,1,98,68,2
26,87,1,1,50,42,3
26,87,1,1,55,46,3
29,62,1,2,91,45,3
29,62,1,2,54,90,0
29,62,1,2,58,58,2
29,62,1,2,64,100,0
29,62,1,2,78,46,3
29,62,1,2,90,80,1
29,62,1,2,80,82,1
9,82,0,1,54,98,0
29,94,0,1,50,57,2
29,94,1,1,97,44,3
29,94,1,1,98,65,2
14,67,0,1,62,60,2
14,67,0,1,51,93,0
14,67,0,0,62,60,2
14,67,0,0,51,93,0
31,61,0,1,96,96,0
31,61,1,1,64,46,3
27,73,0,0,60,62,2
27,73,0,0,50,65,2
27,73,0,0,58,91,0
27,73,0,1,60,62,2
27,73,0,1,50,65,2
27,73,0,1,58,91,0
27,73,0,2,60,62,2
27,73,0,2,50,65,2
27,73,0,2,58,91,0
23,96,0,2,78,42,3
23,96,1,2,66,68,2
23,96,0,1,78,42,3
23,96,1,1,66,68,2
23,96,0,0,78,42,3
23,96,1,0,66,68,2
31,65,0,1,87,43,3
9,95,0,1,52,73,1
9,95,0,1,85,98,0
19,85,0,0,95,96,0
19,85,0,2,95,96,0
19,85,0,1,95,96,0
17,81,1,1,100,71,1
17,81,1,2,100,71,1
10,64,1,1,52,85,0
10,64,0,1,54,44,3
17,100,0,0,81,61,2
13,93,1,0,78,49,3
13,93,0,0,82,83,1
13,93,0,0,71,48,3
13,93,1,0,75,47,3
13,93,1,2,78,49,3
13,93,0,2,82,83,1
13,93,0,2,71,48,3
13,93,1,2,75,47,3
31,64,1,0,89,45,3
31,64,1,0,86,56,2
31,64,1,0,98,59,2
31,64,0,0,77,60,2
31,64,1,0,77,64,2
31,64,1,1,89,45,3
31,64,1,1,86,56,2
31,64,1,1,98,59,2
31,64,0,1,77,60,2
31,64,1,1,77,64,2
30,69,0,1,91,64,2
30,69,1,1,76,88,0
30,69,0,1,70,72,1
17,60,1,1,51,81,1
17,60,0,1,93,62,2
17,60,1,1,69,68,2
25,95,1,1,92,43,3
25,95,1,1,65,43,3
25,95,0,1,98,95,0
25,95,1,2,92,43,3
25,95,1,2,65,43,3
25,95,0,2,98,95,0
25,95,1,0,92,43,3
25,95,1,0,65,43,3
25,95,0,0,98,95,0
27,90,1,1,74,85,0
15,60,0,2,85,70,1
15,60,1,2,95,97,0
15,60,0,2,70,46,3
15,60,1,2,57,58,2
15,60,0,0,85,70,1
15,60,1,0,95,97,0
15,60,0,0,70,46,3
15,60,1,0,57,58,2
15,60,0,1,85,70,1
15,60,1,1,95,97,0
15,60,0,1,70,46,3
15,60,1,1,57,58,2
19,72,1,1,50,53,3
19,72,1,1,90,47,3
19,72,1,0,50,53,3
19,72,1,0,90,47,3
19,72,1,2,50,53,3
19,72,1,2,90,47,3
25,70,0,2,81,61,2
25,70,0,1,81,61,2
25,70,0,0,81,61,2
24,67,1,0,82,97,0
24,67,1,1,82,97,0
24,67,1,2,82,97,0
11,87,0,1,58,65,2
11,87,1,1,56,89,0
11,87,1,1,79,89,0
11,87,0,2,58,65,2
11,87,1,2,56,89,0
11,87,1,2,79,89,0
17,69,0,0,84,75,1
17,69,0,1,84,75,1
17,69,0,2,84,75,1
25,84,0,0,88,51,3
25,84,0,1,88,51,3
10,89,1,1,74,81,1
15,65,0,0,96,90,0
15,65,1,0,65,90,0
15,65,1,0,86,62,2
15,65,0,1,96,90,0
15,65,1,1,65,90,0
15,65,1,1,86,62,2
21,63,0,0,97,87,0
21,63,0,0,81,51,3
21,63,0,0,91,63,2
21,63,1,0,54,83,1
21,63,0,1,97,87,0
21,63,0,1,81,51,3
21,63,0,1,91,63,2
21,63,1,1,54,83,1
27,99,0,1,59,85,0
27,99,0,0,59,85,0
27,99,0,2,59,85,0
20,62,1,2,64,99,0
20,62,1,1,64,99,0
21,79,0,2,73,81,1
21,79,1,2,51,62,2
21,79,1,2,62,54,3
21,79,0,1,73,81,1
21,79,1,1,51,62,2
21,79,1,1,62,54,3
21,79,0,0,73,81,1
21,79,1,0,51,62,2
21,79,1,0,62,54,3
18,93,0,1,74,73,1
18,93,1,1,68,100,0
18,93,0,1,96,70,1
18,93,0,1,91,94,0
21,85,0,2,98,81,1
21,85,0,2,81,62,2
21,85,0,1,98,81,1
21,85,0,1,81,62,2
21,85,0,0,98,81,1
21,85,0,0,81,62,2
14,74,1,2,77,56,2
14,74,1,1,77,56,2
14,74,1,0,77,56,2
23,72,0,0,89,61,2
23,72,1,0,50,94,0
23,72,1,0,66,46,3
23,72,0,0,53,46,3
23,72,0,1,89,61,2
23,72,1,1,50,94,0
23,72,1,1,66,46,3
23,72,0,1,53,46,3
23,72,0,2,89,61,2
23,72,1,2,50,94,0
23,72,1,2,66,46,3
23,72,0,2,53,46,3
25,96,1,2,72,51,3
25,96,0,2,51,89,0
25,96,1,2,85,85,0
25,96,1,0,72,51,3
25,96,0,0,51,89,0
25,96,1,0,85,85,0
25,96,1,1,72,51,3
25,96,0,1,51,89,0
25,96,1,1,85,85,0
6,95,1,1,65,40,3
6,95,1,1,66,71,1
32,72,1,0,92,72,1
32,72,1,0,58,81,1
28,73,1,0,88,72,1
28,73,1,1,88,72,1
14,94,0,0,63,46,3
14,94,1,0,60,40,3
14,94,1,0,74,65,2
14,94,1,0,53,66,2
14,94,0,0,75,95,0
14,94,0,1,63,46,3
14,94,1,1,60,40,3
14,94,1,1,74,65,2
14,94,1,1,53,66,2
14,94,0,1,75,95,0
11,73,0,1,91,73,1
11,73,1,1,67,88,0
25,67,0,1,84,92,0
25,67,0,1,57,70,1
25,67,1,1,92,91,0
25,67,0,1,88,98,0
25,67,0,2,84,92,0
25,67,0,2,57,70,1
25,67,1,2,92,91,0
25,67,0,2,88,98,0
39,95,1,2,88,72,1
39,95,0,2,92,79,1
27,90,1,1,91,82,1
27,90,1,1,91,77,1
27,90,0,1,75,79,1
27,90,1,0,91,82,1
27,90,1,0,91,77,1
27,90,0,0,75,79,1
27,90,1,2,91,82,1
27,90,1,2,91,77,1
27,90,0,2,75,79,1
11,89,1,1,72,46,3
11,89,0,1,87,54,3
11,89,1,0,72,46,3
11,89,0,0,87,54,3
26,97,1,2,90,66,2
26,97,1,2,75,74,1
26,97,0,2,96,77,1
26,97,1,1,90,66,2
26,97,1,1,75,74,1
26,97,0,1,96,77,1
17,60,1,2,52,85,0
17,60,1,2,74,62,2
17,60,0,2,65,97,0
17,60,1,1,52,85,0
17,60,1,1,74,62,2
17,60,0,1,65,97,0
28,70,1,1,56,92,0
28,70,1,1,80,40,3
28,70,1,2,56,92,0
28,70,1,2,80,40,3
28,70,1,0,56,92,0
28,70,1,0,80,40,3
20,64,1,1,87,55,2
20,64,1,0,87,55,2
20,64,1,2,87,55,2
16,96,0,2,59,51,3
16,96,0,2,64,74,1
16,96,0,1,59,51,3
16,96,0,1,64,74,1
26,60,1,0,69,84,1
14,96,0,2,88,75,1
14,96,1,2,55,86,0
14,96,0,1,88,75,1
14,96,1,1,55,86,0
23,96,1,0,89,70,1
23,96,1,1,89,70,1
32,86,1,1,60,69,2
32,86,0,1,70,75,1
32,86,1,0,60,69,2
32,86,0,0,70,75,1
14,87,1,1,72,85,0
14,87,1,1,73,58,2
23,74,0,0,56,69,2
23,74,0,0,66,90,0
23,74,1,0,53,55,2
23,74,0,1,56,69,2
23,74,0,1,66,90,0
23,74,1,1,53,55,2
19,96,0,2,64,96,0
19,96,0,1,64,96,0
26,72,1,2,75,97,0
26,72,1,2,77,65,2
26,72,1,1,75,97,0
26,72,1,1,77,65,2
36,64,1,1,87,99,0
36,64,1,1,56,61,2
36,64,1,1,63,95,0
36,64,1,1,70,92,0
22,66,1,1,86,40,3
22,66,1,1,84,59,2
22,66,1,2,86,40,3
22,66,1,2,84,59,2
22,91,1,0,60,94,0
22,91,1,1,60,94,0
18,85,1,0,65,79,1
18,85,1,0,85,71,1
18,85,1,2,65,79,1
18,85,1,2,85,71,1
18,85,1,1,65,79,1
18,85,1,1,85,71,1
21,69,1,2,81,72,1
21,69,1,1,81,72,1
28,92,1,2,55,56,2
28,92,1,2,76,56,2
28,92,1,2,70,57,2
28,92,1,2,56,46,3
7,96,1,1,93,71,1
7,96,0,1,73,40,3
16,76,1,0,65,65,2
16,76,0,0,52,43,3
16,76,1,0,68,66,2
16,76,1,2,65,65,2
16,76,0,2,52,43,3
16,76,1,2,68,66,2
16,76,1,1,65,65,2
16,76,0,1,52,43,3
16,76,1,1,68,66,2
28,81,1,0,94,78,1
28,81,1,0,93,45,3
28,81,1,2,94,78,1
28,81,1,2,93,45,3
28,81,1,1,94,78,1
28,81,1,1,93,45,3
14,78,0,0,82,70,1
14,78,0,1,82,70,1
14,78,0,2,82,70,1
25,81,1,0,70,41,3
25,81,1,0,86,76,1
25,81,1,0,50,47,3
25,81,1,0,76,96,0
25,81,1,0,77,88,0
25,81,1,1,70,41,3
25,81,1,1,86,76,1
25,81,1,1,50,47,3
25,81,1,1,76,96,0
25,81,1,1,77,88,0
19,70,1,2,90,47,3
19,70,1,1,90,47,3
18,62,1,1,70,55,2
18,62,0,1,65,70,1
18,62,0,1,63,97,0
18,62,0,1,86,65,2
18,86,0,1,65,65,2
18,86,1,1,83,96,0
18,86,0,0,65,65,2
18,86,1,0,83,96,0
27,87,0,0,100,90,0
27,87,0,0,91,79,1
27,87,1,0,87,42,3
27,87,0,1,100,90,0
27,87,0,1,91,79,1
27,87,1,1,87,42,3
13,99,1,0,64,45,3
13,99,1,1,64,45,3
27,71,1,1,52,92,0
24,84,0,1,70,76,1
24,84,1,1,53,79,1
16,77,1,2,97,65,2
16,77,1,2,57,56,2
16,77,1,2,60,90,0
16,77,1,0,97,65,2
16,77,1,0,57,56,2
16,77,1,0,60,90,0
16,77,1,1,97,65,2
16,77,1,1,57,56,2
16,77,1,1,60,90,0
22,69,1,0,61,77,1
22,69,0,0,80,41,3
22,69,1,1,61,77,1
22,69,0,1,80,41,3
27,94,0,1,99,41,3
27,94,0,1,84,73,1
27,94,0,1,72,100,0
27,94,1,1,100,70,1
27,94,1,1,56,79,1
27,94,0,1,81,76,1
27,94,0,0,99,41,3
27,94,0,0,84,73,1
27,94,0,0,72,100,0
27,94,1,0,100,70,1
27,94,1,0,56,79,1
27,94,0,0,81,76,1
27,94,0,2,99,41,3
27,94,0,2,84,73,1
27,94,0,2,72,100,0
27,94,1,2,100,70,1
27,94,1,2,56,79,1
27,94,0,2,81,76,1
31,89,0,1,89,97,0
31,89,0,1,91,97,0
31,89,1,1,54,67,2
27,99,0,1,76,73,1
27,99,1,1,82,84,1
7,99,0,1,76,62,2
7,99,0,1,61,77,1
7,99,0,1,71,100,0
25,74,0,0,83,77,1
25,74,1,0,76,96,0
25,74,0,0,94,74,1
25,74,0,2,83,77,1
25,74,1,2,76,96,0
25,74,0,2,94,74,1
25,74,0,1,83,77,1
25,74,1,1,76,96,0
25,74,0,1,94,74,1
18,61,1,0,88,46,3
18,61,1,1,88,46,3
27,67,1,0,92,55,2
27,67,0,0,80,40,3
27,67,1,0,92,69,2
27,67,1,2,92,55,2
27,67,0,2,80,40,3
27,67,1,2,92,69,2
27,67,1,1,92,55,2
27,67,0,1,80,40,3
27,67,1,1,92,69,2
31,90,1,0,92,66,2
19,61,0,0,59,85,0
19,61,1,0,54,100,0
19,61,0,2,59,85,0
19,61,1,2,54,100,0
19,61,0,1,59,85,0
19,61,1,1,54,100,0
18,70,1,0,53,55,2
18,70,1,0,81,88,0
18,70,1,1,53,55,2
18,70,1,1,81,88,0
18,89,0,0,54,54,3
18,89,0,2,54,54,3
18,89,0,1,54,54,3
10,93,0,1,73,45,3
10,93,1,1,82,66,2
26,84,0,1,79,75,1
26,84,1,1,63,49,3
26,84,0,1,75,94,0
30,87,1,1,66,56,2
30,87,1,0,66,56,2
30,87,1,2,66,56,2
19,100,0,2,84,44,3
